#CopyNumber, LargeOrSmall, NorthOrSouth, CircleNumber, PositionNumber, UpOrDown, PmtType, GCU, Channel
#update PMT Mapping file by wuchx 230831, including fourth Circle.
704,0,0,48,52,0,2,3597,1
705,0,0,48,53,0,1,3597,2
706,0,0,48,54,0,2,3597,3
707,0,0,48,55,0,2,3682,3
708,0,0,48,56,0,2,3682,2
709,0,0,48,57,0,2,3682,1
710,0,0,48,58,0,2,7527,1
711,0,0,48,59,0,2,7527,2
712,0,0,48,60,0,2,7527,3
713,0,0,47,1,0,1,1135,2
714,0,0,47,2,0,2,1135,1
715,0,0,47,3,0,2,4478,3
716,0,0,47,4,0,1,4478,2
717,0,0,47,5,0,2,4478,1
718,0,0,47,6,0,2,5684,3
719,0,0,47,7,0,1,5684,2
720,0,0,47,8,0,2,5684,1
721,0,0,47,9,0,2,4714,3
722,0,0,47,10,0,1,4714,2
723,0,0,47,11,0,2,4714,1
724,0,0,47,12,0,2,5565,3
725,0,0,47,13,0,1,5565,2
726,0,0,47,14,0,2,5565,1
727,0,0,47,15,0,2,3338,3
728,0,0,47,16,0,1,3338,2
729,0,0,47,17,0,2,3338,1
730,0,0,47,18,0,2,6622,3
731,0,0,47,19,0,1,6622,2
732,0,0,47,20,0,2,6622,1
733,0,0,47,21,0,2,5082,3
734,0,0,47,22,0,1,5082,2
735,0,0,47,23,0,2,5082,1
736,0,0,47,24,0,2,5518,3
737,0,0,47,25,0,1,5518,2
738,0,0,47,26,0,2,5518,1
739,0,0,47,27,0,2,6239,3
740,0,0,47,28,0,1,6239,2
741,0,0,47,29,0,2,6239,1
742,0,0,47,30,0,2,4881,3
743,0,0,47,31,0,1,4881,2
744,0,0,47,32,0,2,4881,1
745,0,0,47,33,0,2,2033,3
746,0,0,47,34,0,1,2033,2
747,0,0,47,35,0,2,2033,1
748,0,0,47,36,0,2,4261,3
749,0,0,47,37,0,1,4261,2
750,0,0,47,38,0,2,4261,1
751,0,0,47,39,0,2,2291,3
752,0,0,47,40,0,1,2291,2
753,0,0,47,41,0,2,2291,1
754,0,0,47,42,0,2,7307,3
755,0,0,47,43,0,1,7307,2
756,0,0,47,44,0,2,7307,1
757,0,0,47,45,0,2,2721,3
758,0,0,47,46,0,1,2721,2
759,0,0,47,47,0,2,2721,1
760,0,0,47,48,0,2,3692,3
761,0,0,47,49,0,1,3692,2
762,0,0,47,50,0,2,3692,1
763,0,0,47,51,0,2,5616,3
764,0,0,47,52,0,1,5616,2
765,0,0,47,53,0,2,5616,1
766,0,0,47,54,0,2,5638,3
767,0,0,47,55,0,1,5638,2
768,0,0,47,56,0,2,5638,1
769,0,0,47,57,0,2,4660,3
770,0,0,47,58,0,1,4660,2
771,0,0,47,59,0,2,4660,1
772,0,0,47,60,0,2,3345,3
773,0,0,47,61,0,1,3345,2
774,0,0,47,62,0,2,3345,1
775,0,0,47,63,0,2,5427,3
776,0,0,47,64,0,1,5427,2
777,0,0,47,65,0,2,5427,1
778,0,0,47,66,0,2,5295,3
779,0,0,47,67,0,1,5295,2
780,0,0,47,68,0,2,5295,1
781,0,0,47,69,0,2,6215,1
782,0,0,47,70,0,1,6215,2
783,0,0,47,71,0,2,6215,3
784,0,0,47,72,0,2,3264,3
785,0,0,47,73,0,1,3264,2
786,0,0,47,74,0,2,3264,1
787,0,0,47,75,0,2,5050,3
788,0,0,47,76,0,1,5050,2
789,0,0,47,77,0,2,5050,1
790,0,0,47,78,0,2,6121,3
791,0,0,47,79,0,1,6121,2
792,0,0,47,80,0,2,6121,1
793,0,0,47,81,0,2,3781,3
794,0,0,47,82,0,1,3781,2
795,0,0,47,83,0,2,3781,1
796,0,0,47,84,0,2,5602,3
797,0,0,47,85,0,1,5602,2
798,0,0,47,86,0,2,5602,1
799,0,0,47,87,0,2,7117,3
800,0,0,47,88,0,1,7117,2
801,0,0,47,89,0,2,7117,1
802,0,0,47,90,0,2,1135,3
803,0,0,46,1,0,2,3843,3
804,0,0,46,2,0,2,3843,2
805,0,0,46,3,0,2,3843,1
806,0,0,46,4,0,1,2095,1
807,0,0,46,5,0,1,2095,2
808,0,0,46,6,0,2,2095,3
809,0,0,46,7,0,2,6030,1
810,0,0,46,8,0,2,6030,2
811,0,0,46,9,0,2,6030,3
812,0,0,46,10,0,2,5346,3
813,0,0,46,11,0,2,5346,2
814,0,0,46,12,0,2,5346,1
815,0,0,46,13,0,2,4947,3
816,0,0,46,14,0,2,4947,2
817,0,0,46,15,0,1,4947,1
818,0,0,46,16,0,2,4258,3
819,0,0,46,17,0,2,4258,2
820,0,0,46,18,0,2,4258,1
821,0,0,46,19,0,2,1932,3
822,0,0,46,20,0,2,1932,2
823,0,0,46,21,0,2,1932,1
824,0,0,46,22,0,1,5656,1
825,0,0,46,23,0,2,5656,2
826,0,0,46,24,0,2,5656,3
827,0,0,46,25,0,1,5485,1
828,0,0,46,26,0,2,5485,2
829,0,0,46,27,0,2,5485,3
830,0,0,46,28,0,2,6635,1
831,0,0,46,29,0,2,6635,2
832,0,0,46,30,0,2,6635,3
833,0,0,46,31,0,2,6010,3
834,0,0,46,32,0,1,6010,2
835,0,0,46,33,0,2,6010,1
836,0,0,46,34,0,2,5553,3
837,0,0,46,35,0,2,5553,2
838,0,0,46,36,0,2,5553,1
839,0,0,46,37,0,2,6502,3
840,0,0,46,38,0,2,6502,2
841,0,0,46,39,0,1,6502,1
842,0,0,46,40,0,2,5795,3
843,0,0,46,41,0,2,5795,2
844,0,0,46,42,0,2,5795,1
845,0,0,46,43,0,1,6104,1
846,0,0,46,44,0,2,6104,2
847,0,0,46,45,0,2,6104,3
848,0,0,46,46,0,2,6189,3
849,0,0,46,47,0,2,6189,2
850,0,0,46,48,0,2,6189,1
851,0,0,46,49,0,2,1620,1
852,0,0,46,50,0,1,1620,2
853,0,0,46,51,0,2,1620,3
854,0,0,46,52,0,2,7267,1
855,0,0,46,53,0,2,7267,2
856,0,0,46,54,0,2,7267,3
857,0,0,46,55,0,2,5351,3
858,0,0,46,56,0,1,5351,2
859,0,0,46,57,0,1,5351,1
860,0,0,46,58,0,2,5644,3
861,0,0,46,59,0,2,5644,2
862,0,0,46,60,0,2,5644,1
863,0,0,46,61,0,2,5972,3
864,0,0,46,62,0,2,5972,2
865,0,0,46,63,0,1,5972,1
866,0,0,46,64,0,2,5402,1
867,0,0,46,65,0,2,5402,2
868,0,0,46,66,0,2,5402,3
869,0,0,46,67,0,2,6039,3
870,0,0,46,68,0,2,6039,2
871,0,0,46,69,0,2,6039,1
872,0,0,46,70,0,2,3177,1
873,0,0,46,71,0,2,3177,2
874,0,0,46,72,0,2,3177,3
875,0,0,46,73,0,2,5564,1
876,0,0,46,74,0,1,5564,2
877,0,0,46,75,0,2,5564,3
878,0,0,46,76,0,2,5983,3
879,0,0,46,77,0,1,5983,2
880,0,0,46,78,0,2,5983,1
881,0,0,46,79,0,2,6403,1
882,0,0,46,80,0,2,6403,2
883,0,0,46,81,0,2,6266,3
884,0,0,46,82,0,2,6266,2
885,0,0,46,83,0,2,6266,1
886,0,0,46,84,0,1,3473,1
887,0,0,46,85,0,2,3473,2
888,0,0,46,86,0,2,3473,3
889,0,0,46,87,0,2,6259,1
890,0,0,46,88,0,2,6259,2
891,0,0,46,89,0,2,6259,3
892,0,0,46,90,0,2,1415,1
893,0,0,46,91,0,1,1415,2
894,0,0,46,92,0,2,1415,3
895,0,0,46,93,0,2,1690,3
896,0,0,46,94,0,2,1690,2
897,0,0,46,95,0,1,1690,1
898,0,0,46,96,0,2,2624,3
899,0,0,46,97,0,2,2624,2
900,0,0,46,98,0,2,2624,1
901,0,0,46,99,0,2,1921,3
902,0,0,46,100,0,2,1921,2
903,0,0,46,101,0,2,1921,1
904,0,0,46,102,0,1,7293,1
905,0,0,46,103,0,2,7293,2
906,0,0,46,104,0,2,7293,3
907,0,0,45,1,0,2,7091,1
908,0,0,45,2,0,1,7603,1
909,0,0,45,3,0,2,7603,2
910,0,0,45,4,0,1,7603,3
911,0,0,45,5,0,2,1998,3
912,0,0,45,6,0,2,1998,2
913,0,0,45,7,0,1,1998,1
914,0,0,45,8,0,2,4251,1
915,0,0,45,9,0,1,4251,2
916,0,0,45,10,0,2,4251,3
917,0,0,45,11,0,1,3614,1
918,0,0,45,12,0,2,3614,2
919,0,0,45,13,0,2,3614,3
920,0,0,45,14,0,1,5227,3
921,0,0,45,15,0,1,5227,2
922,0,0,45,16,0,2,5227,1
923,0,0,45,17,0,2,5336,1
924,0,0,45,18,0,1,5336,2
925,0,0,45,19,0,1,5336,3
926,0,0,45,20,0,2,3068,3
927,0,0,45,21,0,1,3068,2
928,0,0,45,22,0,1,3068,1
929,0,0,45,23,0,2,5114,3
930,0,0,45,24,0,2,5114,2
931,0,0,45,25,0,1,5114,1
932,0,0,45,26,0,2,5760,3
933,0,0,45,27,0,2,5760,2
934,0,0,45,28,0,1,5760,1
935,0,0,45,29,0,1,6335,1
936,0,0,45,30,0,2,6335,2
937,0,0,45,31,0,2,6335,3
938,0,0,45,32,0,1,3615,1
939,0,0,45,33,0,2,3615,2
940,0,0,45,34,0,2,3615,3
941,0,0,45,35,0,1,4975,3
942,0,0,45,36,0,1,4975,2
943,0,0,45,37,0,2,4975,1
944,0,0,45,38,0,2,2020,3
945,0,0,45,39,0,1,2020,2
946,0,0,45,40,0,1,2020,1
947,0,0,45,41,0,2,5238,3
948,0,0,45,42,0,1,5238,2
949,0,0,45,43,0,1,5238,1
950,0,0,45,44,0,2,5755,3
951,0,0,45,45,0,1,5755,2
952,0,0,45,46,0,2,5755,1
953,0,0,45,47,0,1,7418,1
954,0,0,45,48,0,2,7418,2
955,0,0,45,49,0,1,7418,3
956,0,0,45,50,0,2,7397,3
957,0,0,45,51,0,2,7397,2
958,0,0,45,52,0,1,7397,1
959,0,0,45,53,0,1,7011,1
960,0,0,45,54,0,2,7011,2
961,0,0,45,55,0,2,7011,3
962,0,0,45,56,0,1,7068,1
963,0,0,45,57,0,1,7068,2
964,0,0,45,58,0,2,7068,3
965,0,0,45,59,0,1,7389,1
966,0,0,45,60,0,1,7389,2
967,0,0,45,61,0,2,7389,3
968,0,0,45,62,0,2,5015,3
969,0,0,45,63,0,1,5015,2
970,0,0,45,64,0,1,5015,1
971,0,0,45,65,0,2,6581,3
972,0,0,45,66,0,1,6581,2
973,0,0,45,67,0,1,6581,1
974,0,0,45,68,0,2,4449,3
975,0,0,45,69,0,2,4449,2
976,0,0,45,70,0,1,4449,1
977,0,0,45,71,0,2,3260,3
978,0,0,45,72,0,2,3260,2
979,0,0,45,73,0,1,3260,1
980,0,0,45,74,0,1,6381,1
981,0,0,45,75,0,2,6381,2
982,0,0,45,76,0,2,6381,3
983,0,0,45,77,0,1,5799,1
984,0,0,45,78,0,1,5799,2
985,0,0,45,79,0,2,5799,3
986,0,0,45,80,0,1,5568,1
987,0,0,45,81,0,1,5568,2
988,0,0,45,82,0,2,5884,3
989,0,0,45,83,0,2,5884,2
990,0,0,45,84,0,1,5884,1
991,0,0,45,85,0,2,5870,3
992,0,0,45,86,0,2,5870,2
993,0,0,45,87,0,1,5870,1
994,0,0,45,88,0,1,6553,1
995,0,0,45,89,0,2,6553,2
996,0,0,45,90,0,2,6553,3
997,0,0,45,91,0,1,5652,1
998,0,0,45,92,0,1,5652,2
999,0,0,45,93,0,2,5652,3
1000,0,0,45,94,0,1,1163,1
1001,0,0,45,95,0,1,1163,2
1002,0,0,45,96,0,2,1163,3
1003,0,0,45,97,0,1,7280,3
1004,0,0,45,98,0,1,7280,2
1005,0,0,45,99,0,2,7280,1
1006,0,0,45,100,0,2,7166,3
1007,0,0,45,101,0,1,7166,2
1008,0,0,45,102,0,1,7166,1
1009,0,0,45,103,0,2,7091,3
1010,0,0,45,104,0,1,7091,2
1011,0,0,44,1,0,2,7530,2
1012,0,0,44,2,0,2,7530,1
1013,0,0,44,3,0,2,0844,3
1014,0,0,44,4,0,2,0844,2
1015,0,0,44,5,0,1,0844,1
1016,0,0,44,6,0,2,5056,3
1017,0,0,44,7,0,2,5056,2
1018,0,0,44,8,0,2,5056,1
1019,0,0,44,9,0,2,1941,1
1020,0,0,44,10,0,2,1941,2
1021,0,0,44,11,0,2,1941,3
1022,0,0,44,12,0,2,5411,1
1023,0,0,44,13,0,2,5411,2
1024,0,0,44,14,0,2,5411,3
1025,0,0,44,15,0,2,6124,3
1026,0,0,44,16,0,2,6124,2
1027,0,0,44,17,0,2,6124,1
1028,0,0,44,18,0,2,3416,3
1029,0,0,44,19,0,2,3416,2
1030,0,0,44,20,0,2,3416,1
1031,0,0,44,21,0,2,3490,3
1032,0,0,44,22,0,2,3490,2
1033,0,0,44,23,0,2,3490,1
1034,0,0,44,24,0,2,6131,1
1035,0,0,44,25,0,2,6131,2
1036,0,0,44,26,0,2,6131,3
1037,0,0,44,27,0,2,5075,1
1038,0,0,44,28,0,1,5075,2
1039,0,0,44,29,0,2,5075,3
1040,0,0,44,30,0,2,5906,3
1041,0,0,44,31,0,2,5906,2
1042,0,0,44,32,0,2,5906,1
1043,0,0,44,33,0,2,3223,3
1044,0,0,44,34,0,2,3223,2
1045,0,0,44,35,0,2,3223,1
1046,0,0,44,36,0,2,3160,3
1047,0,0,44,37,0,2,3160,2
1048,0,0,44,38,0,2,3160,1
1049,0,0,44,39,0,2,6148,3
1050,0,0,44,40,0,2,6148,2
1051,0,0,44,41,0,2,6148,1
1052,0,0,44,42,0,2,2309,1
1053,0,0,44,43,0,2,2309,2
1054,0,0,44,44,0,2,2309,3
1055,0,0,44,45,0,2,1076,3
1056,0,0,44,46,0,2,1076,2
1057,0,0,44,47,0,2,1076,1
1058,0,0,44,48,0,2,2626,3
1059,0,0,44,49,0,2,2626,2
1060,0,0,44,50,0,2,2626,1
1061,0,0,44,51,0,2,2617,1
1062,0,0,44,52,0,2,2617,2
1063,0,0,44,53,0,2,2617,3
1064,0,0,44,54,0,2,7411,1
1065,0,0,44,55,0,2,7411,2
1066,0,0,44,56,0,2,7411,3
1067,0,0,44,57,0,2,1296,3
1068,0,0,44,58,0,2,1296,2
1069,0,0,44,59,0,2,1296,1
1070,0,0,44,60,0,2,7433,3
1071,0,0,44,61,0,2,7433,2
1072,0,0,44,62,0,2,7433,1
1073,0,0,44,63,0,2,7248,3
1074,0,0,44,64,0,2,7248,2
1075,0,0,44,65,0,2,7248,1
1076,0,0,44,66,0,2,1702,1
1077,0,0,44,67,0,2,1702,2
1078,0,0,44,68,0,2,1702,3
1079,0,0,44,69,0,2,2059,1
1080,0,0,44,70,0,2,2059,2
1081,0,0,44,71,0,2,2059,3
1082,0,0,44,72,0,2,4585,3
1083,0,0,44,73,0,2,4585,2
1084,0,0,44,74,0,2,4585,1
1085,0,0,44,75,0,2,3385,3
1086,0,0,44,76,0,2,3385,2
1087,0,0,44,77,0,2,3385,1
1088,0,0,44,78,0,2,3022,3
1089,0,0,44,79,0,2,3022,2
1090,0,0,44,80,0,2,3022,1
1091,0,0,44,81,0,2,1964,3
1092,0,0,44,82,0,2,1964,2
1093,0,0,44,83,0,2,1964,1
1094,0,0,44,84,0,2,5560,1
1095,0,0,44,85,0,2,5560,2
1096,0,0,44,86,0,2,5560,3
1097,0,0,44,87,0,2,4959,3
1098,0,0,44,88,0,2,4959,2
1099,0,0,44,89,0,2,4959,1
1100,0,0,44,90,0,2,3471,3
1101,0,0,44,91,0,2,3471,2
1102,0,0,44,92,0,2,3471,1
1103,0,0,44,93,0,2,5797,3
1104,0,0,44,94,0,2,5797,2
1105,0,0,44,95,0,2,5797,1
1106,0,0,44,96,0,2,0983,1
1107,0,0,44,97,0,2,0983,2
1108,0,0,44,98,0,2,0983,3
1109,0,0,44,99,0,2,5547,3
1110,0,0,44,100,0,2,5547,2
1111,0,0,44,101,0,2,5547,1
1112,0,0,44,102,0,2,4919,3
1113,0,0,44,103,0,2,4919,2
1114,0,0,44,104,0,2,4919,1
1115,0,0,44,105,0,2,5578,3
1116,0,0,44,106,0,2,5578,2
1117,0,0,44,107,0,2,5578,1
1118,0,0,44,108,0,2,7126,1
1119,0,0,44,109,0,2,7126,2
1120,0,0,44,110,0,2,7126,3
1121,0,0,44,111,0,2,7400,1
1122,0,0,44,112,0,2,7400,2
1123,0,0,44,113,0,2,7400,3
1124,0,0,44,114,0,2,7530,3
1125,0,0,43,1,0,2,7387,2
1126,0,0,43,2,0,1,7387,1
1127,0,0,43,3,0,2,7463,3
1128,0,0,43,4,0,1,7463,2
1129,0,0,43,5,0,1,7463,1
1130,0,0,43,6,0,2,6326,3
1131,0,0,43,7,0,2,6326,2
1132,0,0,43,8,0,1,6326,1
1133,0,0,43,9,0,1,5728,1
1134,0,0,43,10,0,2,5728,2
1135,0,0,43,11,0,2,5728,3
1136,0,0,43,12,0,1,5188,1
1137,0,0,43,13,0,1,5188,2
1138,0,0,43,14,0,2,5188,3
1139,0,0,43,15,0,1,4133,3
1140,0,0,43,16,0,2,4133,2
1141,0,0,43,17,0,1,4133,1
1142,0,0,43,18,0,2,4588,3
1143,0,0,43,19,0,1,4588,2
1144,0,0,43,20,0,2,4588,1
1145,0,0,43,21,0,1,3282,1
1146,0,0,43,22,0,2,3282,2
1147,0,0,43,23,0,1,3282,3
1148,0,0,43,24,0,1,5309,1
1149,0,0,43,25,0,2,5309,2
1150,0,0,43,26,0,2,5309,3
1151,0,0,43,27,0,1,6003,3
1152,0,0,43,28,0,1,6003,2
1153,0,0,43,29,0,2,6003,1
1154,0,0,43,30,0,2,6353,3
1155,0,0,43,31,0,1,6353,2
1156,0,0,43,32,0,1,6353,1
1157,0,0,43,33,0,2,6439,3
1158,0,0,43,34,0,1,6439,2
1159,0,0,43,35,0,2,6439,1
1160,0,0,43,36,0,1,3441,1
1161,0,0,43,37,0,2,3441,2
1162,0,0,43,38,0,1,3441,3
1163,0,0,43,39,0,1,3331,1
1164,0,0,43,40,0,2,3331,2
1165,0,0,43,41,0,2,3331,3
1166,0,0,43,42,0,1,2282,3
1167,0,0,43,43,0,1,2282,2
1168,0,0,43,44,0,2,2282,1
1169,0,0,43,45,0,2,1537,3
1170,0,0,43,46,0,1,1537,2
1171,0,0,43,47,0,1,1537,1
1172,0,0,43,48,0,2,2057,3
1173,0,0,43,49,0,2,2057,2
1174,0,0,43,50,0,1,2057,1
1175,0,0,43,51,0,1,1967,1
1176,0,0,43,52,0,2,1967,2
1177,0,0,43,53,0,1,1967,3
1178,0,0,43,54,0,1,7320,1
1179,0,0,43,55,0,2,7320,2
1180,0,0,43,56,0,2,7320,3
1181,0,0,43,57,0,1,7370,3
1182,0,0,43,58,0,1,7370,2
1183,0,0,43,59,0,2,7370,1
1184,0,0,43,60,0,2,7502,3
1185,0,0,43,61,0,1,7502,2
1186,0,0,43,62,0,1,7502,1
1187,0,0,43,63,0,2,5766,1
1188,0,0,43,64,0,2,5766,2
1189,0,0,43,65,0,1,5766,3
1190,0,0,43,66,0,1,1915,1
1191,0,0,43,67,0,2,1915,2
1192,0,0,43,68,0,2,1915,3
1193,0,0,43,69,0,1,2262,1
1194,0,0,43,70,0,1,2262,2
1195,0,0,43,71,0,2,2262,3
1196,0,0,43,72,0,1,3285,3
1197,0,0,43,73,0,1,3285,2
1198,0,0,43,74,0,2,3285,1
1199,0,0,43,75,0,2,5862,3
1200,0,0,43,76,0,1,5862,2
1201,0,0,43,77,0,1,5862,1
1202,0,0,43,78,0,2,3144,3
1203,0,0,43,79,0,2,3144,2
1204,0,0,43,80,0,1,3144,1
1205,0,0,43,81,0,1,3313,1
1206,0,0,43,82,0,1,3313,2
1207,0,0,43,83,0,2,3313,3
1208,0,0,43,84,0,1,6415,3
1209,0,0,43,85,0,1,6415,2
1210,0,0,43,86,0,2,6415,1
1211,0,0,43,87,0,2,2881,3
1212,0,0,43,88,0,1,2881,2
1213,0,0,43,89,0,2,2881,1
1214,0,0,43,90,0,2,6113,3
1215,0,0,43,91,0,1,6113,2
1216,0,0,43,92,0,1,6113,1
1217,0,0,43,93,0,2,3043,3
1218,0,0,43,94,0,2,3043,2
1219,0,0,43,95,0,1,3043,1
1220,0,0,43,96,0,1,1758,1
1221,0,0,43,97,0,1,1758,2
1222,0,0,43,98,0,2,1758,3
1223,0,0,43,99,0,1,5107,3
1224,0,0,43,100,0,2,5107,2
1225,0,0,43,101,0,1,5107,1
1226,0,0,43,102,0,2,2764,3
1227,0,0,43,103,0,1,2764,2
1228,0,0,43,104,0,1,2764,1
1229,0,0,43,105,0,2,5323,3
1230,0,0,43,106,0,2,5323,2
1231,0,0,43,107,0,1,5323,1
1232,0,0,43,108,0,2,1040,3
1233,0,0,43,109,0,2,1040,2
1234,0,0,43,110,0,1,1040,1
1235,0,0,43,111,0,1,7410,1
1236,0,0,43,112,0,1,7410,2
1237,0,0,43,113,0,2,7410,3
1238,0,0,43,114,0,1,7387,3
1239,0,0,42,1,0,2,7283,3
1240,0,0,42,2,0,2,7283,2
1241,0,0,42,3,0,2,7283,1
1242,0,0,42,4,0,2,5576,3
1243,0,0,42,5,0,2,5576,2
1244,0,0,42,6,0,2,5576,1
1245,0,0,42,7,0,2,5492,3
1246,0,0,42,8,0,2,5492,2
1247,0,0,42,9,0,2,5492,1
1248,0,0,42,10,0,2,4910,3
1249,0,0,42,11,0,2,4910,2
1250,0,0,42,12,0,2,4910,1
1251,0,0,42,13,0,2,3275,3
1252,0,0,42,14,0,2,3275,2
1253,0,0,42,15,0,2,3275,1
1254,0,0,42,16,0,2,3020,1
1255,0,0,42,17,0,2,3020,2
1256,0,0,42,18,0,2,3020,3
1257,0,0,42,19,0,2,5852,3
1258,0,0,42,20,0,2,5852,2
1259,0,0,42,21,0,2,5852,1
1260,0,0,42,22,0,2,5032,3
1261,0,0,42,23,0,2,5032,2
1262,0,0,42,24,0,2,5032,1
1263,0,0,42,25,0,2,3324,3
1264,0,0,42,26,0,2,3324,2
1265,0,0,42,27,0,2,3324,1
1266,0,0,42,28,0,2,4672,1
1267,0,0,42,29,0,2,4672,2
1268,0,0,42,30,0,2,4672,3
1269,0,0,42,31,0,2,4644,1
1270,0,0,42,32,0,2,4644,2
1271,0,0,42,33,0,2,4644,3
1272,0,0,42,34,0,2,5338,1
1273,0,0,42,35,0,2,5338,2
1274,0,0,42,36,0,2,5338,3
1275,0,0,42,37,0,2,5538,1
1276,0,0,42,38,0,1,5538,2
1277,0,0,42,39,0,2,5538,3
1278,0,0,42,40,0,2,7497,1
1279,0,0,42,41,0,2,7497,2
1280,0,0,42,42,0,2,7497,3
1281,0,0,42,43,0,2,7391,3
1282,0,0,42,44,0,2,7391,2
1283,0,0,42,45,0,2,7391,1
1284,0,0,42,46,0,2,7114,3
1285,0,0,42,47,0,2,7114,2
1286,0,0,42,48,0,2,7114,1
1287,0,0,42,49,0,2,2317,3
1288,0,0,42,50,0,2,2317,2
1289,0,0,42,51,0,2,2317,1
1290,0,0,42,52,0,2,5761,3
1291,0,0,42,53,0,2,5761,2
1292,0,0,42,54,0,2,5761,1
1293,0,0,42,55,0,2,3394,3
1294,0,0,42,56,0,2,3394,2
1295,0,0,42,57,0,2,3394,1
1296,0,0,42,58,0,2,2873,1
1297,0,0,42,59,0,2,2873,2
1298,0,0,42,60,0,2,2873,3
1299,0,0,42,61,0,2,6094,3
1300,0,0,42,62,0,2,6094,2
1301,0,0,42,63,0,2,6094,1
1302,0,0,42,64,0,2,5626,1
1303,0,0,42,65,0,2,5626,2
1304,0,0,42,66,0,2,5626,3
1305,0,0,42,67,0,2,5793,3
1306,0,0,42,68,0,2,5793,2
1307,0,0,42,69,0,2,5793,1
1308,0,0,42,70,0,2,0866,1
1309,0,0,42,71,0,2,0866,2
1310,0,0,42,72,0,2,0866,3
1311,0,0,42,73,0,2,5537,1
1312,0,0,42,74,0,2,5537,2
1313,0,0,42,75,0,2,5537,3
1314,0,0,42,76,0,2,5966,1
1315,0,0,42,77,0,2,5966,2
1316,0,0,42,78,0,2,5966,3
1317,0,0,42,79,0,2,7395,1
1318,0,0,42,80,0,1,7395,2
1319,0,0,42,81,0,2,7395,3
1320,0,0,42,82,0,2,7499,1
1321,0,0,42,83,0,2,7499,2
1322,0,0,42,84,0,2,7499,3
1323,0,0,41,1,0,1,6984,1
1324,0,0,41,2,0,2,7041,3
1325,0,0,41,3,0,2,7041,2
1326,0,0,41,4,0,1,7041,1
1327,0,0,41,5,0,2,6017,3
1328,0,0,41,6,0,1,6017,2
1329,0,0,41,7,0,2,6017,1
1330,0,0,41,8,0,2,4434,1
1331,0,0,41,9,0,1,4434,2
1332,0,0,41,10,0,1,4434,3
1333,0,0,41,11,0,2,6222,1
1334,0,0,41,12,0,2,6222,2
1335,0,0,41,13,0,1,6222,3
1336,0,0,41,14,0,1,5516,1
1337,0,0,41,15,0,1,5516,2
1338,0,0,41,16,0,2,5516,3
1339,0,0,41,17,0,1,5358,3
1340,0,0,41,18,0,2,5358,2
1341,0,0,41,19,0,1,5358,1
1342,0,0,41,20,0,2,4981,3
1343,0,0,41,21,0,1,4981,2
1344,0,0,41,22,0,2,4981,1
1345,0,0,41,23,0,1,3097,1
1346,0,0,41,24,0,2,3097,2
1347,0,0,41,25,0,2,3097,3
1348,0,0,41,26,0,1,5889,3
1349,0,0,41,27,0,1,5889,2
1350,0,0,41,28,0,1,5889,1
1351,0,0,41,29,0,2,5092,3
1352,0,0,41,30,0,1,5092,2
1353,0,0,41,31,0,2,5092,1
1354,0,0,41,32,0,1,6133,1
1355,0,0,41,33,0,2,6133,2
1356,0,0,41,34,0,1,6133,3
1357,0,0,41,35,0,2,5640,1
1358,0,0,41,36,0,1,5640,2
1359,0,0,41,37,0,2,5640,3
1360,0,0,41,38,0,1,4836,1
1361,0,0,41,39,0,2,4836,2
1362,0,0,41,40,0,1,4836,3
1363,0,0,41,41,0,2,3291,1
1364,0,0,41,42,0,2,3291,2
1365,0,0,41,43,0,1,3291,3
1366,0,0,41,44,0,1,3156,1
1367,0,0,41,45,0,1,3156,2
1368,0,0,41,46,0,2,3156,3
1369,0,0,41,47,0,1,5590,3
1370,0,0,41,48,0,2,5590,2
1371,0,0,41,49,0,1,5590,1
1372,0,0,41,50,0,2,6063,3
1373,0,0,41,51,0,1,6063,2
1374,0,0,41,52,0,1,6063,1
1375,0,0,41,53,0,2,2074,3
1376,0,0,41,54,0,2,2074,2
1377,0,0,41,55,0,2,2074,1
1378,0,0,41,56,0,1,2544,3
1379,0,0,41,57,0,1,2544,2
1380,0,0,41,58,0,2,2544,1
1381,0,0,41,59,0,2,7151,3
1382,0,0,41,60,0,1,7151,2
1383,0,0,41,61,0,1,7151,1
1384,0,0,41,62,0,2,7377,3
1385,0,0,41,63,0,2,7377,2
1386,0,0,41,64,0,1,7377,1
1387,0,0,41,65,0,2,6970,1
1388,0,0,41,66,0,1,6970,2
1389,0,0,41,67,0,2,6970,3
1390,0,0,41,68,0,1,7488,1
1391,0,0,41,69,0,2,7488,2
1392,0,0,41,70,0,1,7488,3
1393,0,0,41,71,0,2,5665,3
1394,0,0,41,72,0,2,5665,2
1395,0,0,41,73,0,1,5665,1
1396,0,0,41,74,0,1,1554,1
1397,0,0,41,75,0,2,1554,2
1398,0,0,41,76,0,2,1554,3
1399,0,0,41,77,0,1,5472,3
1400,0,0,41,78,0,1,5472,2
1401,0,0,41,79,0,1,5472,1
1402,0,0,41,80,0,2,5367,3
1403,0,0,41,81,0,1,5367,2
1404,0,0,41,82,0,1,5367,1
1405,0,0,41,83,0,2,6513,3
1406,0,0,41,84,0,2,6513,2
1407,0,0,41,85,0,1,6513,1
1408,0,0,41,86,0,2,3211,3
1409,0,0,41,87,0,1,3211,2
1410,0,0,41,88,0,2,3211,1
1411,0,0,41,89,0,2,3108,1
1412,0,0,41,90,0,1,3108,2
1413,0,0,41,91,0,1,3108,3
